"person_id","gender","wave","race","race_label","age","n_dates","n_matches","match_rate","yes_rate_in","yes_rate_out","received_attr","received_sinc","received_intel","received_fun","received_amb","received_shar","received_like","received_prob_yes","received_met_before","pct_partner_black","pct_partner_white","pct_partner_latino","pct_partner_asian","pct_partner_native","pct_partner_other","pct_partner_race_missing","pct_samerace_partners","field_code","field","hometown","zipcode","income","career_code","career","id_in_wave","id_in_gender","condition","n_met_in_wave","undergrad_school","median_sat","tuition","imp_samerace","imp_samerelig","event_goal","date_freq","goout_freq","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","avg_int_corr","avg_partner_pref_attr","avg_partner_pref_sinc","avg_partner_pref_intel","avg_partner_pref_fun","avg_partner_pref_amb","avg_partner_pref_shar"
441,1,17,2,"European/Caucasian-American",24,10,2,0.2,0.5,0.6,6.6,7,7.4,7.4,7.4,6.55555555555556,6.3,6.33333333333333,1.88888888888889,0.1,0.6,0,0.2,0,0.1,0,0.6,1,"law","boston","6437",NA,1,"corporate law",2,4,2,11,"tufts university",NA,26892,4,2,2,7,1,6,1,6,7,7,8,7,14,9,9,8,9,10,10,10,7,2,-0.053,19.2,15.8,22.6,18.2,12.4,11.8
442,1,17,2,"European/Caucasian-American",25,10,4,0.4,0.4,1,6.1,7.9,8.1,6.1,7.7,4.5,6.3,6.1,2,0.1,0.6,0,0.2,0,0.1,0,0.6,1,"law","poland","108",NA,1,"tax lawyer",3,6,2,11,"warsaw university",NA,NA,1,1,4,6,1,7,1,7,5,1,1,7,1,8,6,1,1,5,3,5,2,1,0.143,19.2,15.8,22.6,18.2,12.4,11.8
443,1,17,3,"Latino/Hispanic American",27,10,0,0,0.2,0.4,6.3,7.8,8.3,7.66666666666667,8.2,5.75,6.8,6.1,2,0.1,0.6,0,0.2,0,0.1,0,0,13,"international affairs - economic policy","new york","17403",27794,9,"economic policy advisor on latin america",4,8,2,11,"univeristy of michigan",1290,21645,1,3,2,6,2,9,5,7,8,5,5,5,3,7,6,1,6,7,8,8,4,5,0.294,19.2,15.8,22.6,18.2,12.4,11.8
444,1,17,2,"European/Caucasian-American",26,10,0,0,0.5,0,8.4,7,7.9,7.5,8.3,5.2,7.1,5.7,1.88888888888889,0.1,0.6,0,0.2,0,0.1,0,0.6,8,"mba","los angeles, ca","10016",41737,7,"media management",5,10,2,11,"middlebury college",1470,34300,5,1,2,4,2,8,8,9,2,6,8,6,2,5,2,7,1,10,3,5,5,6,0.014,19.2,15.8,22.6,18.2,12.4,11.8
445,1,17,2,"European/Caucasian-American",30,10,2,0.2,0.4,0.4,6.5,7,7.6,6.9,7.5,5.75,6.1,5.3,2,0.1,0.6,0,0.2,0,0.1,0,0.6,13,"sipa - energy","burlington, vermont","11576",90225,9,"energy management",6,12,2,11,"u of vermont",1130,20100,1,1,2,5,2,9,6,8,8,5,3,9,5,9,10,5,4,10,8,9,5,1,0.162,19.2,15.8,22.6,18.2,12.4,11.8
446,1,17,3,"Latino/Hispanic American",28,10,4,0.4,0.5,0.8,6.1,7.3,7.8,5.8,7,5.44444444444444,6.7,6.3,1.9,0.1,0.6,0,0.2,0,0.1,0,0,8,"mba","bogota, colombia","0",NA,7,"finance",7,14,2,11,"universidad de los andes",NA,NA,2,2,1,4,3,9,2,9,8,8,7,6,3,6,6,5,6,6,5,8,3,3,0.336,19.2,15.8,22.6,18.2,12.4,11.8
447,1,17,4,"Asian/Pacific Islander/Asian-American",26,10,1,0.1,0.3,0.1,7.1,8.1,8.4,6.9,8.4,4.8,6.9,6.2,1.9,0.1,0.6,0,0.2,0,0.1,0,0.2,13,"public policy","india","110003",NA,7,"public finance",8,16,2,11,"university of delhi",NA,NA,1,1,1,7,2,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,0.271,19.2,15.8,22.6,18.2,12.4,11.8
448,1,17,2,"European/Caucasian-American",22,10,5,0.5,0.6,0.8,7.9,6.3,7.9,7.9,8.6,5.5,6.3,5.2,1.8,0.1,0.6,0,0.2,0,0.1,0,0.6,1,"law/business","new york city","10021",55080,7,"business management",9,18,2,11,"yale",1450,26100,1,1,1,2,1,3,2,4,9,8,9,3,5,9,7,3,6,7,6,10,6,5,0.299,19.2,15.8,22.6,18.2,12.4,11.8
449,1,17,6,"Other",23,10,2,0.2,0.3,0.7,7.7,7.4,8.3,7.7,8.3,6.11111111111111,6.2,5.7,1.8,0.1,0.6,0,0.2,0,0.1,0,0.1,1,"law","new york","11552",52280,1,"business/law",10,20,2,11,"princeton",1460,27230,7,1,1,3,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,0.276,19.2,15.8,22.6,18.2,12.4,11.8
450,1,17,2,"European/Caucasian-American",25,10,2,0.2,0.3,0.5,5.6,7.3,8.2,7,7.9,5.5,5.8,5,1.9,0.1,0.6,0,0.2,0,0.1,0,0.6,13,"international affairs","singapore",NA,NA,9,"diplomat",11,21,2,11,"connecticut college",1310,33585,3,7,2,6,2,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,0.23,19.2,15.8,22.6,18.2,12.4,11.8
451,1,17,4,"Asian/Pacific Islander/Asian-American",30,10,0,0,0,0.8,2.8,7.3,8.3,4.8,8.1,4.66666666666667,4.7,5.2,2,0.1,0.6,0,0.2,0,0.1,0,0.2,8,"mba","asia, singapore","650206",NA,7,"banking",12,22,2,11,"nus",NA,NA,3,1,2,3,3,3,3,2,4,4,3,3,4,3,6,7,5,7,7,8,6,6,0.21,19.2,15.8,22.6,18.2,12.4,11.8
452,1,17,4,"Asian/Pacific Islander/Asian-American",29,10,1,0.1,0.1,0.7,4.2,7.2,8.2,7,8,4,5.1,6.1,2,0.1,0.6,0,0.2,0,0.1,0,0.2,8,"mba","singapore","10027",NA,7,"private equity",13,23,2,11,"national university of singapore",NA,NA,7,1,1,5,3,9,6,8,7,8,7,8,7,9,8,7,8,9,8,10,5,3,0.165,19.2,15.8,22.6,18.2,12.4,11.8
453,1,17,4,"Asian/Pacific Islander/Asian-American",27,10,1,0.1,0.1,0.6,3.7,8.55555555555556,8.66666666666667,4.88888888888889,8,3.77777777777778,4.7,4.9,2,0.1,0.6,0,0.2,0,0.1,0,0.2,1,"law","shanghai, china","210009",NA,1,"lawyer",14,24,2,11,"university of international business  & economics",NA,NA,4,3,2,6,5,6,3,5,6,6,5,6,5,3,6,6,4,7,6,5,4,1,0.217,19.2,15.8,22.6,18.2,12.4,11.8
454,0,18,2,"European/Caucasian-American",27,6,0,0,0.5,0.333333333333333,5.83333333333333,7.4,6.6,6.6,6.2,5.16666666666667,6.4,6.6,2,0,0.333333333333333,0,0.5,0,0.166666666666667,0,0.333333333333333,15,"mfa  poetry","california","94941",56056,2,"teacher",1,1,1,6,"sarah lawrence college",1260,27982,3,3,2,7,3,5,8,5,9,9,9,7,1,4,9,4,9,9,8,8,4,9,0.201666666666667,23.3333333333333,18.3333333333333,16.6666666666667,15,12.5,14.1666666666667
455,0,18,4,"Asian/Pacific Islander/Asian-American",24,6,0,0,0.166666666666667,0.5,5.5,7.83333333333333,7.6,6.6,6.6,6.66666666666667,6.66666666666667,6.6,2,0,0.333333333333333,0,0.5,0,0.166666666666667,0,0.5,10,"biomedical engineering","india","560032",NA,2,"research",2,3,1,6,"university of rochester",NA,24794,5,5,1,6,2,3,5,3,10,10,7,7,1,8,10,4,8,9,8,9,9,7,-0.0333333333333333,23.3333333333333,18.3333333333333,16.6666666666667,15,12.5,14.1666666666667
456,0,18,4,"Asian/Pacific Islander/Asian-American",29,6,1,0.166666666666667,1,0.166666666666667,7.5,6.2,6.8,7,7.5,6.4,6.83333333333333,5,2,0,0.333333333333333,0,0.5,0,0.166666666666667,0,0.5,8,"business","nj","7030",NA,7,"health care finance",3,5,1,6,"rutgers college",1188,11311,3,2,2,6,1,1,1,8,8,7,7,6,2,8,8,4,7,7,6,6,8,8,-0.133333333333333,23.3333333333333,18.3333333333333,16.6666666666667,15,12.5,14.1666666666667
457,0,18,4,"Asian/Pacific Islander/Asian-American",55,6,0,0,0.166666666666667,0.666666666666667,5.66666666666667,7.66666666666667,6.8,7.2,5,5.6,6.83333333333333,5,2,0,0.333333333333333,0,0.5,0,0.166666666666667,0,0.5,6,"soa -- writing","santa barbara, california","93108",60835,6,"writer",4,7,1,6,"university of california at santa barbara",1200,14915,1,1,6,7,3,1,2,1,8,9,9,10,1,1,10,4,7,3,10,8,1,1,0.055,23.3333333333333,18.3333333333333,16.6666666666667,15,12.5,14.1666666666667
458,0,18,4,"Asian/Pacific Islander/Asian-American",29,6,2,0.333333333333333,0.333333333333333,0.833333333333333,6.16666666666667,6.4,7.2,6.6,8,5.83333333333333,6.33333333333333,4.4,1.83333333333333,0,0.333333333333333,0,0.5,0,0.166666666666667,0,0.5,8,"business","hong kong","0",NA,7,"entrepreneurship",5,9,1,6,"uc berkeley",1309,15162,9,8,1,4,1,9,1,6,10,8,6,9,3,6,9,7,8,8,4,1,10,9,-0.271666666666667,23.3333333333333,18.3333333333333,16.6666666666667,15,12.5,14.1666666666667
459,0,18,4,"Asian/Pacific Islander/Asian-American",26,6,0,0,0.666666666666667,0,7.16666666666667,6.8,7,6.6,7.5,5.5,7,4.8,2,0,0.333333333333333,0,0.5,0,0.166666666666667,0,0.5,8,"finance","new york city","20853",62829,7,"fixed income sales & trading",6,11,1,6,"yale",1450,26100,6,1,1,5,3,1,3,1,9,8,9,1,1,6,4,6,8,8,8,8,8,1,-0.0333333333333333,23.3333333333333,18.3333333333333,16.6666666666667,15,12.5,14.1666666666667
460,1,18,2,"European/Caucasian-American",33,6,1,0.166666666666667,0.833333333333333,0.166666666666667,7,8.5,8,6.83333333333333,6.66666666666667,6.16666666666667,6.66666666666667,4.33333333333333,2,0,0.166666666666667,0,0.833333333333333,0,0,0,0.166666666666667,7,"history","cincinnati, ohio","45213",30038,2,"professor",1,2,1,6,"rice university",NA,17125,2,1,1,4,2,9,7,10,10,10,10,8,1,7,9,10,6,9,10,10,1,5,0.293333333333333,25,13.3333333333333,19.1666666666667,20.1666666666667,9.16666666666667,13.1666666666667
461,1,18,6,"Other",27,6,0,0,0.166666666666667,0.5,4.5,6.83333333333333,7,5.66666666666667,7,4,4.16666666666667,4,2,0,0.166666666666667,0,0.833333333333333,0,0,0,0,5,"biomedical informatics","india","248001",NA,4,"physician, informaticist",2,4,1,6,"medicine",NA,NA,2,2,1,7,4,9,8,9,9,7,7,9,8,6,2,2,7,6,6,6,4,4,-0.18,25,13.3333333333333,19.1666666666667,20.1666666666667,9.16666666666667,13.1666666666667
462,1,18,4,"Asian/Pacific Islander/Asian-American",33,6,1,0.166666666666667,0.166666666666667,0.833333333333333,4.16666666666667,8.33333333333333,6.83333333333333,4.66666666666667,6.83333333333333,3.66666666666667,4.16666666666667,4,2,0,0.166666666666667,0,0.833333333333333,0,0,0,0.833333333333333,5,"electrical engineering","cambridge, ma",NA,NA,2,"professor, or engineer",3,6,1,6,"china",NA,NA,1,5,4,6,6,8,7,5,2,6,6,1,2,7,3,8,5,7,6,9,2,2,-0.108333333333333,25,13.3333333333333,19.1666666666667,20.1666666666667,9.16666666666667,13.1666666666667
463,1,18,4,"Asian/Pacific Islander/Asian-American",23,6,0,0,0.5,0.166666666666667,5.83333333333333,8.33333333333333,8.33333333333333,6.5,7.33333333333333,4.33333333333333,6.5,4.5,2,0,0.166666666666667,0,0.833333333333333,0,0,0,0.833333333333333,10,"physics","china","200000",NA,10,"not sure yet",4,8,1,6,"fudan",NA,NA,3,2,2,7,1,5,4,7,5,4,3,3,5,4,5,4,4,4,4,7,3,1,-0.181666666666667,25,13.3333333333333,19.1666666666667,20.1666666666667,9.16666666666667,13.1666666666667
464,1,18,4,"Asian/Pacific Islander/Asian-American",33,6,1,0.166666666666667,0.666666666666667,0.5,7,7.16666666666667,8.16666666666667,7.83333333333333,7.66666666666667,5.33333333333333,7,5.16666666666667,1.83333333333333,0,0.166666666666667,0,0.833333333333333,0,0,0,0.833333333333333,8,"mba","singapore","597627",NA,7,"management consulting",5,10,1,6,"national university of singapore",NA,NA,1,1,1,3,1,10,9,6,7,3,3,5,5,9,3,4,6,7,7,7,2,1,-0.271666666666667,25,13.3333333333333,19.1666666666667,20.1666666666667,9.16666666666667,13.1666666666667
465,1,18,2,"European/Caucasian-American",23,6,0,0,0.166666666666667,0.666666666666667,5.16666666666667,6.16666666666667,5.5,6,3.8,3.5,4.8,2.83333333333333,2,0,0.166666666666667,0,0.833333333333333,0,0,0,0.166666666666667,7,"art history","new york","10027",16767,6,"playing music",6,12,1,6,"oberlin",1340,26580,1,3,6,7,3,4,8,1,3,8,8,4,1,4,9,2,1,3,10,10,1,1,0.233333333333333,25,13.3333333333333,19.1666666666667,20.1666666666667,9.16666666666667,13.1666666666667
466,0,19,2,"European/Caucasian-American",24,15,0,0,0.666666666666667,0,7.73333333333333,7.6,8.06666666666667,7.73333333333333,7.28571428571429,6,7.06666666666667,5.26666666666667,2,0.0666666666666667,0.4,0.133333333333333,0.266666666666667,0,0.133333333333333,0,0.4,18,"working","texas/london","77077",42967,10,"unknown",1,1,2,15,"barnard college",1330,2406,1,1,6,7,1,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,0.309333333333333,24.4,15.8,20.1333333333333,19.0666666666667,9.86666666666667,10.0666666666667
467,0,19,2,"European/Caucasian-American",24,15,7,0.466666666666667,0.666666666666667,0.733333333333333,8.33333333333333,7.4,7.8,7.2,7.92307692307692,6.21428571428571,6.66666666666667,5,2,0.0666666666666667,0.4,0.133333333333333,0.266666666666667,0,0.133333333333333,0,0.4,8,"consulting","ct, fl, tn","10006",21488,7,"consulting, later arts or non-profit",2,3,2,15,"columbia college, cu",1430,26908,7,4,6,2,1,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,0.343333333333333,24.4,15.8,20.1333333333333,19.0666666666667,9.86666666666667,10.0666666666667
468,0,19,6,"Other",25,15,3,0.2,0.666666666666667,0.333333333333333,8.33333333333333,7.93333333333333,8.46666666666667,7.8,8,6.5,7.85714285714286,6.28571428571429,2,0.0666666666666667,0.4,0.133333333333333,0.266666666666667,0,0.133333333333333,0,0.133333333333333,13,"human rights: middle east","detroit suburbs","48302",89977,2,"professor; human rights director",3,5,2,15,"university of michigan",1290,21645,5,2,1,6,3,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6,0.291333333333333,24.4,15.8,20.1333333333333,19.0666666666667,9.86666666666667,10.0666666666667
469,0,19,4,"Asian/Pacific Islander/Asian-American",25,15,5,0.333333333333333,0.733333333333333,0.4,8,7.66666666666667,7.86666666666667,7.26666666666667,6.92857142857143,6.42857142857143,7.2,5.33333333333333,2,0.0666666666666667,0.4,0.133333333333333,0.266666666666667,0,0.133333333333333,0,0.266666666666667,13,"human rights","tokyo, japan","2155",NA,9,"work at the un",4,7,2,15,"tufts university",NA,26892,1,1,2,3,1,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9,0.256666666666667,24.4,15.8,20.1333333333333,19.0666666666667,9.86666666666667,10.0666666666667
470,0,19,4,"Asian/Pacific Islander/Asian-American",29,15,5,0.333333333333333,0.733333333333333,0.4,8.06666666666667,7.4,8.53333333333333,7.53333333333333,8.2,6.33333333333333,7.28571428571429,5.07142857142857,2,0.0666666666666667,0.4,0.133333333333333,0.266666666666667,0,0.133333333333333,0,0.266666666666667,4,"medicine","south carolina","29571",18619,4,"medicine",5,9,2,15,"harvard",1400,26019,1,1,1,4,2,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,0.368666666666667,24.4,15.8,20.1333333333333,19.0666666666667,9.86666666666667,10.0666666666667
471,0,19,4,"Asian/Pacific Islander/Asian-American",30,15,1,0.0666666666666667,0.466666666666667,0.133333333333333,6.26666666666667,7.46666666666667,7.93333333333333,6.86666666666667,7.64285714285714,5.78571428571429,6.2,4.93333333333333,2,0.0666666666666667,0.4,0.133333333333333,0.266666666666667,0,0.133333333333333,0,0.266666666666667,4,"medicine","california, new jersey","8091",NA,4,"physician",6,11,2,15,"stanford university",1450,25917,8,8,2,5,3,3,4,6,10,7,7,5,2,9,7,8,6,8,6,6,10,4,0.254,24.4,15.8,20.1333333333333,19.0666666666667,9.86666666666667,10.0666666666667
472,0,19,3,"Latino/Hispanic American",25,15,2,0.133333333333333,0.466666666666667,0.4,7.2,7.66666666666667,7.93333333333333,6.66666666666667,7,5.57142857142857,6.33333333333333,5.06666666666667,2,0.0666666666666667,0.4,0.133333333333333,0.266666666666667,0,0.133333333333333,0,0.133333333333333,5,"urban planning","california","92879",NA,5,"urban planner",7,13,2,15,"ucla",1290,15309,1,3,2,4,2,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9,0.338666666666667,24.4,15.8,20.1333333333333,19.0666666666667,9.86666666666667,10.0666666666667
473,0,19,4,"Asian/Pacific Islander/Asian-American",34,15,1,0.0666666666666667,0.0666666666666667,0.733333333333333,5.93333333333333,7.26666666666667,7.6,5.13333333333333,6.66666666666667,5.6,5.66666666666667,4,2,0.0666666666666667,0.4,0.133333333333333,0.266666666666667,0,0.133333333333333,0,0.266666666666667,10,"biotechnology","belgium","10086",NA,2,"clinic trial",8,15,2,15,"harbin medical university, china",NA,NA,1,1,2,6,4,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,0.316,24.4,15.8,20.1333333333333,19.0666666666667,9.86666666666667,10.0666666666667
474,0,19,1,"Black/African American",30,15,4,0.266666666666667,0.8,0.4,7.93333333333333,7.93333333333333,8.2,8.13333333333333,7.78571428571429,7,7.93333333333333,6.86666666666667,2,0.0666666666666667,0.4,0.133333333333333,0.266666666666667,0,0.133333333333333,0,0.0666666666666667,10,"biotechnology","alabama","36701",22161,2,"scientist",9,17,2,15,"washington university in st louis",NA,26377,1,1,1,6,5,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,0.145333333333333,24.4,15.8,20.1333333333333,19.0666666666667,9.86666666666667,10.0666666666667
475,0,19,3,"Latino/Hispanic American",27,15,2,0.133333333333333,0.533333333333333,0.466666666666667,7.06666666666667,7.66666666666667,7.73333333333333,7.6,6.92857142857143,6,6.66666666666667,6,2,0.0666666666666667,0.4,0.133333333333333,0.266666666666667,0,0.133333333333333,0,0.133333333333333,13,"sipa-international affairs","san francisco","63131",82734,9,"international development",10,19,2,15,"american university",1206,22481,1,2,1,6,2,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.368666666666667,24.4,15.8,20.1333333333333,19.0666666666667,9.86666666666667,10.0666666666667
476,0,19,2,"European/Caucasian-American",25,15,2,0.133333333333333,0.333333333333333,0.333333333333333,7.14285714285714,8.21428571428571,7.28571428571429,7.14285714285714,6.84615384615385,5.08333333333333,6.57142857142857,4.92857142857143,1.93333333333333,0.0666666666666667,0.4,0.133333333333333,0.266666666666667,0,0.133333333333333,0,0.4,13,"sipa-international affairs","california","94933",40163,9,"international development",11,21,2,15,"uc santa cruz",1149,15004,1,3,5,5,2,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,0.188666666666667,24.4,15.8,20.1333333333333,19.0666666666667,9.86666666666667,10.0666666666667
477,0,19,3,"Latino/Hispanic American",27,15,0,0,0.266666666666667,0.466666666666667,6.33333333333333,7.86666666666667,8.2,6.46666666666667,6.53846153846154,5.78571428571429,6.8,4.8,2,0.0666666666666667,0.4,0.133333333333333,0.266666666666667,0,0.133333333333333,0,0.133333333333333,5,"electrical engineering","canada",NA,NA,5,"engineer",12,23,2,15,"mcgill university",NA,NA,5,7,1,4,2,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,0.274,24.4,15.8,20.1333333333333,19.0666666666667,9.86666666666667,10.0666666666667
478,0,19,2,"European/Caucasian-American",26,15,2,0.133333333333333,0.733333333333333,0.133333333333333,8,7.8,8.26666666666667,7.73333333333333,8.4,7.35714285714286,7.8,6.13333333333333,1.92307692307692,0.0666666666666667,0.4,0.133333333333333,0.266666666666667,0,0.133333333333333,0,0.4,13,"international affairs","washington dc","5401",NA,7,"finance/economics",14,26,2,15,"university of vermont",1130,20100,4,4,1,4,1,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,0.23,24.4,15.8,20.1333333333333,19.0666666666667,9.86666666666667,10.0666666666667
479,0,19,2,"European/Caucasian-American",27,15,0,0,0.533333333333333,0.2,7.66666666666667,7.46666666666667,8.13333333333333,6.73333333333333,7.57142857142857,5.93333333333333,7,5.26666666666667,1.92307692307692,0.0666666666666667,0.4,0.133333333333333,0.266666666666667,0,0.133333333333333,0,0.4,13,"international affairs","colorado","80123",46185,7,"banking",15,28,2,15,"colorado state",1090,12444,3,3,1,4,3,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,0.190666666666667,24.4,15.8,20.1333333333333,19.0666666666667,9.86666666666667,10.0666666666667
480,0,19,2,"European/Caucasian-American",26,15,3,0.2,0.533333333333333,0.533333333333333,7.85714285714286,8.14285714285714,8.28571428571429,7.85714285714286,7.42857142857143,7,6.64285714285714,5.5,2,0.0666666666666667,0.4,0.133333333333333,0.266666666666667,0,0.133333333333333,0,0.4,5,"urban planning","new jersey","7076",NA,5,"planning",16,30,2,15,"sarah lawrence college",1260,27982,4,6,1,4,1,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,0.256666666666667,24.4,15.8,20.1333333333333,19.0666666666667,9.86666666666667,10.0666666666667
481,1,19,2,"European/Caucasian-American",23,15,1,0.0666666666666667,0.133333333333333,0.466666666666667,6.4,6.73333333333333,6.5,5.13333333333333,5.33333333333333,5,5.66666666666667,4.92857142857143,2,0.0666666666666667,0.4,0.2,0.266666666666667,0,0.0666666666666667,0,0.4,9,"teaching of english","westchester county, n.y.","10502",78844,2,"english teacher",1,2,2,15,"fordham university",1160,22170,8,1,2,3,2,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,0.484,15.1333333333333,18.8,19.6,18.1333333333333,13.4666666666667,14.8666666666667
482,1,19,2,"European/Caucasian-American",30,15,4,0.266666666666667,0.6,0.4,5.4,6.8,7.26666666666667,6.73333333333333,7.91666666666667,6.2,6.42857142857143,5.92857142857143,2,0.0666666666666667,0.4,0.2,0.266666666666667,0,0.0666666666666667,0,0.4,8,"mba","florida","32780",29575,7,"management consulting",2,4,2,15,"tufts",NA,26892,2,6,2,6,1,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,0.247333333333333,15.1333333333333,18.8,19.6,18.1333333333333,13.4666666666667,14.8666666666667
483,1,19,2,"European/Caucasian-American",28,15,0,0,0.333333333333333,0.0666666666666667,5.86666666666667,5.86666666666667,6.46666666666667,7,6.06666666666667,5.57142857142857,5.42857142857143,5.46153846153846,2,0.0666666666666667,0.4,0.2,0.266666666666667,0,0.0666666666666667,0,0.4,3,"sociology","romania",NA,NA,2,"professor",3,6,2,15,"bucharest university",NA,NA,1,1,6,3,1,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,0.568666666666667,15.1333333333333,18.8,19.6,18.1333333333333,13.4666666666667,14.8666666666667
484,1,19,4,"Asian/Pacific Islander/Asian-American",31,15,2,0.133333333333333,0.133333333333333,1,4.28571428571429,7.35714285714286,8.07142857142857,4.28571428571429,6.64285714285714,3.35714285714286,5.28571428571429,5.23076923076923,2,0.0666666666666667,0.4,0.2,0.266666666666667,0,0.0666666666666667,0,0.266666666666667,18,"gsas","los angeles","90036",34752,15,"professional career",4,8,2,15,"school overseas (need a name ?)",NA,NA,1,1,1,6,4,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,0.466666666666667,15.1333333333333,18.8,19.6,18.1333333333333,13.4666666666667,14.8666666666667
485,1,19,1,"Black/African American",29,15,2,0.133333333333333,0.133333333333333,0.933333333333333,4.26666666666667,6,6,4.53333333333333,4.71428571428571,4.6,4.64285714285714,5,1.93333333333333,0.0666666666666667,0.4,0.2,0.266666666666667,0,0.0666666666666667,0,0.0666666666666667,3,"african-american studies/history","south orange, new jersey","7050",NA,2,"writer/teacher",5,10,2,15,"amherst college",1402,27240,4,3,2,6,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0.0286666666666667,15.1333333333333,18.8,19.6,18.1333333333333,13.4666666666667,14.8666666666667
486,1,19,3,"Latino/Hispanic American",32,15,1,0.0666666666666667,0.4,0.266666666666667,5.53333333333333,7.4,8,5.73333333333333,7.33333333333333,5.35714285714286,5.46666666666667,6,2,0.0666666666666667,0.4,0.2,0.266666666666667,0,0.0666666666666667,0,0.2,10,"neurosciences/stem cells","colombia, south america","10021",NA,4,"medical sciences",6,12,2,15,"u. del rosario, medicine, colombia sa",NA,NA,1,1,3,6,2,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,0.49,15.1333333333333,18.8,19.6,18.1333333333333,13.4666666666667,14.8666666666667
487,1,19,4,"Asian/Pacific Islander/Asian-American",24,15,0,0,0.0666666666666667,0.6,3.66666666666667,6.85714285714286,7.53333333333333,3.66666666666667,5.07142857142857,3.4,4.6,4.07142857142857,2,0.0666666666666667,0.4,0.2,0.266666666666667,0,0.0666666666666667,0,0.266666666666667,6,"classics","new jersey","7733",NA,2,"professor...?",7,14,2,15,"harvard university",1400,26019,1,1,1,5,3,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,0.173333333333333,15.1333333333333,18.8,19.6,18.1333333333333,13.4666666666667,14.8666666666667
488,1,19,4,"Asian/Pacific Islander/Asian-American",29,15,2,0.133333333333333,0.266666666666667,0.8,4.93333333333333,6,6.66666666666667,5.93333333333333,6.73333333333333,4.35714285714286,5.14285714285714,6.28571428571429,2,0.0666666666666667,0.4,0.2,0.266666666666667,0,0.0666666666666667,0,0.266666666666667,8,"business","india","10027",NA,7,"management consulting",8,16,2,15,"delhi university",NA,NA,1,1,3,2,3,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,0.278,15.1333333333333,18.8,19.6,18.1333333333333,13.4666666666667,14.8666666666667
489,1,19,2,"European/Caucasian-American",28,15,8,0.533333333333333,0.733333333333333,0.733333333333333,7.46666666666667,6.86666666666667,7,7.13333333333333,6.92857142857143,6.28571428571429,6.8,6.57142857142857,2,0.0666666666666667,0.4,0.2,0.266666666666667,0,0.0666666666666667,0,0.4,8,"business","greece","10025",NA,7,"business",9,18,2,15,"cornell",1360,26062,6,5,3,2,1,7,7,7,9,9,9,6,9,9,6,6,9,9,9,7,6,5,0.0473333333333333,15.1333333333333,18.8,19.6,18.1333333333333,13.4666666666667,14.8666666666667
490,1,19,2,"European/Caucasian-American",29,15,1,0.0666666666666667,0.133333333333333,0.8,3.69230769230769,6.35714285714286,7,5.92857142857143,6.30769230769231,4.64285714285714,4.92857142857143,4.92857142857143,2,0.0666666666666667,0.4,0.2,0.266666666666667,0,0.0666666666666667,0,0.4,14,"film","northern new jersey","7410",NA,6,"writer/producer",10,20,2,15,"nyu",1340,25380,6,1,2,6,3,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,0.371333333333333,15.1333333333333,18.8,19.6,18.1333333333333,13.4666666666667,14.8666666666667
491,1,19,3,"Latino/Hispanic American",29,15,4,0.266666666666667,0.8,0.333333333333333,7.66666666666667,6.73333333333333,7.8,7.6,7.6,6.07142857142857,6.69230769230769,5.5,2,0.0666666666666667,0.4,0.2,0.266666666666667,0,0.0666666666666667,0,0.2,8,"mba","new jersey","7201",NA,7,"investment banker",11,22,2,15,"rutgers college",1188,11311,3,3,2,4,1,9,2,9,9,9,8,9,7,9,8,2,7,8,8,9,9,6,0.399333333333333,15.1333333333333,18.8,19.6,18.1333333333333,13.4666666666667,14.8666666666667
